code_parametre;code_cas;libelle;famille;unite;seuil_2016;seuil_2026;date_applicabilite_2026;seuil_conditionnel;condition_seuil;statut_2026;seuil_futur;date_applicabilite_futur;seuil_strict;base_seuil_strict;pe_reglementaire;pe_scientifique;sources;fiabilite;est_agregat;cancerogenicite_circ
;;Colonies de xanthophycées;biologique;n(colonies)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
;;Colonies de raphidophycées;biologique;n(colonies)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
;;% de colonies de cryptophycées;biologique;%;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
8935;;Cuspidothrix sp;biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
8942;;Glaucospira sp (cellules);biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
8943;;Eucapsis sp (cellules);biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
8940;;Jaaginema sp;biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
8934;;Arthrospira sp;biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
8938;;Gloeocapsa sp (cellules);biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
8939;;Cyanonephron sp (cellules);biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
8587;;Cyanobium sp;biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
8941;;Tapinothrix sp (cellules);biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
7922;;Rhabdogloea sp (cellules);biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
9304;;Chrysosporum sp (cellules);biologique;n(cellules)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
1047;;Legionella sp;biologique;n/L;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
;;Colonies de cyanobactéries;biologique;n(colonies)/mL;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
;;Légionella pneumophila sp;biologique;n/L;;;;;;aucun seuil en eau destinee a la consommation humaine. La valeur de 100 000 cellules par mL releve des baignades artificielles (arrete du 15/04/2019), hors perimetre, et a ete supprimee le 19/12/2025. Denombrement de surveillance, sans verdict;;;;;;;REG-01|REG-03|REG-10;verifie;non;
6433;118399-22-7;Nodularine totale;cyanotoxine;µg/L;;;;;;dans somme - entre dans Total microcystines, qui porte la limite de 1,0 ug/L. Le droit francais ne nomme aucun variant individuel;;;;;;;REG-01|REG-03;verifie;non;
1399;;Chlore total;desinfection;mg(Cl2)/L;;;;;;aucune valeur chiffree pour le desinfectant residuel. Seule existe une reference QUALITATIVE en II References de qualite - absence d odeur ou de saveur desagreable. Aucune obligation de desinfecter l eau elle-meme;;;;;;;REG-03|REG-06;verifie;non;
1398;;Chlore libre;desinfection;mg(Cl2)/L;;;;;;aucune valeur chiffree pour le desinfectant residuel. Seule existe une reference QUALITATIVE en II References de qualite - absence d odeur ou de saveur desagreable. Aucune obligation de desinfecter l eau elle-meme;;;;;;;REG-03|REG-06;verifie;non;
1754;;Bioxyde de chlore mg/L ClO2;desinfection;mg/L;;;;;;aucune valeur chiffree pour le desinfectant residuel. Seule existe une reference QUALITATIVE en II References de qualite - absence d odeur ou de saveur desagreable. Aucune obligation de desinfecter l eau elle-meme;;;;;;;REG-03|REG-06;verifie;non;
1755;;Chlore combiné;desinfection;mg(Cl2)/L;;;;;;aucune valeur chiffree pour le desinfectant residuel. Seule existe une reference QUALITATIVE en II References de qualite - absence d odeur ou de saveur desagreable. Aucune obligation de desinfecter l eau elle-meme;;;;;;;REG-03|REG-06;verifie;non;
;;Résiduel de ClO2 après dégazage;desinfection;mg/L;;;;;;aucune valeur chiffree pour le desinfectant residuel. Seule existe une reference QUALITATIVE en II References de qualite - absence d odeur ou de saveur desagreable. Aucune obligation de desinfecter l eau elle-meme;;;;;;;REG-03|REG-06;verifie;non;
1746;10028-15-6;Ozone;desinfection;mg/L;;;;;;aucune valeur chiffree pour le desinfectant residuel. Seule existe une reference QUALITATIVE en II References de qualite - absence d odeur ou de saveur desagreable. Aucune obligation de desinfecter l eau elle-meme;;;;;;;REG-03|REG-06;verifie;non;
1191;206-44-0;Fluoranthène *;organique;µg/L;;;;;;HAP individuel hors des sommes reglementaires. ATTENTION deux perimetres sous le meme sigle - 4 composes en eau distribuee (0,10 ug/L, sans benzo a pyrene) et 6 en eau brute (1 ug/L);;;;;;;REG-01|REG-03|REG-06;verifie;non;
1524;85-01-8;Phénantrène;organique;µg/L;;;;;;HAP individuel hors des sommes reglementaires. ATTENTION deux perimetres sous le meme sigle - 4 composes en eau distribuee (0,10 ug/L, sans benzo a pyrene) et 6 en eau brute (1 ug/L);;;;;;;REG-01|REG-03|REG-06;verifie;non;
2034;;Hydrocarbures polycycliques aromatiques (6 subst.*);organique;µg/L;;;;;;HAP individuel hors des sommes reglementaires. ATTENTION deux perimetres sous le meme sigle - 4 composes en eau distribuee (0,10 ug/L, sans benzo a pyrene) et 6 en eau brute (1 ug/L);;;;;;;REG-01|REG-03|REG-06;verifie;non;
1623;86-73-7;Fluorène;organique;µg/L;;;;;;HAP individuel hors des sommes reglementaires. ATTENTION deux perimetres sous le meme sigle - 4 composes en eau distribuee (0,10 ug/L, sans benzo a pyrene) et 6 en eau brute (1 ug/L);;;;;;;REG-01|REG-03|REG-06;verifie;non;
1537;129-00-0;Pyrène;organique;µg/L;;;;;;HAP individuel hors des sommes reglementaires. ATTENTION deux perimetres sous le meme sigle - 4 composes en eau distribuee (0,10 ug/L, sans benzo a pyrene) et 6 en eau brute (1 ug/L);;;;;;;REG-01|REG-03|REG-06;verifie;non;
1476;218-01-9;Chrysène;organique;µg/L;;;;;;HAP individuel hors des sommes reglementaires. ATTENTION deux perimetres sous le meme sigle - 4 composes en eau distribuee (0,10 ug/L, sans benzo a pyrene) et 6 en eau brute (1 ug/L);;;;;;;REG-01|REG-03|REG-06;verifie;non;
1517;91-20-3;Naphtalène;organique;µg/L;;;;;;HAP individuel hors des sommes reglementaires. ATTENTION deux perimetres sous le meme sigle - 4 composes en eau distribuee (0,10 ug/L, sans benzo a pyrene) et 6 en eau brute (1 ug/L);;;;;;;REG-01|REG-03|REG-06;verifie;non;
6136;;Hydrocarbures polycycliques aromatiques (16 subst.);organique;µg/L;;;;;;HAP individuel hors des sommes reglementaires. ATTENTION deux perimetres sous le meme sigle - 4 composes en eau distribuee (0,10 ug/L, sans benzo a pyrene) et 6 en eau brute (1 ug/L);;;;;;;REG-01|REG-03|REG-06;verifie;non;
1619;33543-31-6;Méthyl(2)fluoranthène;organique;µg/L;;;;;;HAP individuel hors des sommes reglementaires. ATTENTION deux perimetres sous le meme sigle - 4 composes en eau distribuee (0,10 ug/L, sans benzo a pyrene) et 6 en eau brute (1 ug/L);;;;;;;REG-01|REG-03|REG-06;verifie;non;
1458;120-12-7;Anthracène;organique;µg/L;;;;;;HAP individuel hors des sommes reglementaires. ATTENTION deux perimetres sous le meme sigle - 4 composes en eau distribuee (0,10 ug/L, sans benzo a pyrene) et 6 en eau brute (1 ug/L);;;;;;;REG-01|REG-03|REG-06;verifie;non;
1082;56-55-3;Benzanthracène;organique;µg/L;;;;;;HAP individuel hors des sommes reglementaires. ATTENTION deux perimetres sous le meme sigle - 4 composes en eau distribuee (0,10 ug/L, sans benzo a pyrene) et 6 en eau brute (1 ug/L);;;;;;;REG-01|REG-03|REG-06;verifie;non;
1618;91-57-6;Méthyl(2)naphtalène;organique;µg/L;;;;;;HAP individuel hors des sommes reglementaires. ATTENTION deux perimetres sous le meme sigle - 4 composes en eau distribuee (0,10 ug/L, sans benzo a pyrene) et 6 en eau brute (1 ug/L);;;;;;;REG-01|REG-03|REG-06;verifie;non;
1621;53-70-3;Dibenzo(a,h)anthracène;organique;µg/L;;;;;;HAP individuel hors des sommes reglementaires. ATTENTION deux perimetres sous le meme sigle - 4 composes en eau distribuee (0,10 ug/L, sans benzo a pyrene) et 6 en eau brute (1 ug/L);;;;;;;REG-01|REG-03|REG-06;verifie;non;
1453;83-32-9;Acénaphtène;organique;µg/L;;;;;;HAP individuel hors des sommes reglementaires. ATTENTION deux perimetres sous le meme sigle - 4 composes en eau distribuee (0,10 ug/L, sans benzo a pyrene) et 6 en eau brute (1 ug/L);;;;;;;REG-01|REG-03|REG-06;verifie;non;
1622;208-96-8;Acénaphthylène;organique;µg/L;;;;;;HAP individuel hors des sommes reglementaires. ATTENTION deux perimetres sous le meme sigle - 4 composes en eau distribuee (0,10 ug/L, sans benzo a pyrene) et 6 en eau brute (1 ug/L);;;;;;;REG-01|REG-03|REG-06;verifie;non;
2725;90-12-0;Méthyl-1 naphtalène;organique;µg/L;;;;;;HAP individuel hors des sommes reglementaires. ATTENTION deux perimetres sous le meme sigle - 4 composes en eau distribuee (0,10 ug/L, sans benzo a pyrene) et 6 en eau brute (1 ug/L);;;;;;;REG-01|REG-03|REG-06;verifie;non;
1620;198-55-0;Pérylène;organique;µg/L;;;;;;HAP individuel hors des sommes reglementaires. ATTENTION deux perimetres sous le meme sigle - 4 composes en eau distribuee (0,10 ug/L, sans benzo a pyrene) et 6 en eau brute (1 ug/L);;;;;;;REG-01|REG-03|REG-06;verifie;non;
5355;69-72-7;Acide salicylique;organique;ng/L;;;;;;residu de medicament humain ou veterinaire. Aucune valeur en eau destinee a la consommation humaine;;;;;;;REG-01|REG-03|REG-06;verifie;non;
6760;70288-86-7;Ivermectine;organique;ng/L;;;;;;residu de medicament humain ou veterinaire. Aucune valeur en eau destinee a la consommation humaine;;;;;;;REG-01|REG-03|REG-06;verifie;non;
5397;50-28-2;17b-estradiol;organique;ng/L;;;;;;residu de medicament humain ou veterinaire. Aucune valeur en eau destinee a la consommation humaine;;;;;;;REG-01|REG-03|REG-06;verifie;non;
8923;1093861-60-9;Afoxolaner;organique;ng/L;;;;;;residu de medicament humain ou veterinaire. Aucune valeur en eau destinee a la consommation humaine;;;;;;;REG-01|REG-03|REG-06;verifie;non;
6750;60-54-8;Tétracyclines;organique;ng/L;;;;;;residu de medicament humain ou veterinaire. Aucune valeur en eau destinee a la consommation humaine;;;;;;;REG-01|REG-03|REG-06;verifie;non;
5351;22204-53-1;Naproxene;organique;ng/L;;;;;;residu de medicament humain ou veterinaire. Aucune valeur en eau destinee a la consommation humaine;;;;;;;REG-01|REG-03|REG-06;verifie;non;
5440;;Bact. aér. revivifiables à 22°-68h;microbiologique;n/mL;;;;;;NON INSTRUIT contre un texte au 15/08/2026. Les revivifiables relevent d une norme exprimee en VARIATION dans un rapport, que le modele ne sait pas porter - gele en amelioration future;;;;;;;;a_verifier;non;
5441;;Bact. aér. revivifiables à 36°-44h;microbiologique;n/mL;;;;;;NON INSTRUIT contre un texte au 15/08/2026. Les revivifiables relevent d une norme exprimee en VARIATION dans un rapport, que le modele ne sait pas porter - gele en amelioration future;;;;;;;;a_verifier;non;
1040;;Bact. aér. revivifiables à 22°-72h;microbiologique;n/mL;;;;;;NON INSTRUIT contre un texte au 15/08/2026. Les revivifiables relevent d une norme exprimee en VARIATION dans un rapport, que le modele ne sait pas porter - gele en amelioration future;;;;;;;;a_verifier;non;
;;Kystes totaux giardia sp/100L;microbiologique;n/(100L);;;;;;NON INSTRUIT contre un texte au 15/08/2026. Les revivifiables relevent d une norme exprimee en VARIATION dans un rapport, que le modele ne sait pas porter - gele en amelioration future;;;;;;;;a_verifier;non;
;;Oocystes totaux crypto sp/100 L;microbiologique;n/(100L);;;;;;NON INSTRUIT contre un texte au 15/08/2026. Les revivifiables relevent d une norme exprimee en VARIATION dans un rapport, que le modele ne sait pas porter - gele en amelioration future;;;;;;;;a_verifier;non;
8258;;Kystes intègres giardia sp/100 L;microbiologique;n/(100L);;;;;;NON INSTRUIT contre un texte au 15/08/2026. Les revivifiables relevent d une norme exprimee en VARIATION dans un rapport, que le modele ne sait pas porter - gele en amelioration future;;;;;;;;a_verifier;non;
8257;;Oocystes intègres crypto sp/100 L;microbiologique;n/(100L);;;;;;NON INSTRUIT contre un texte au 15/08/2026. Les revivifiables relevent d une norme exprimee en VARIATION dans un rapport, que le modele ne sait pas porter - gele en amelioration future;;;;;;;;a_verifier;non;
;;Légionella pneumophila sp (L);microbiologique;n/L;;;;;;NON INSTRUIT contre un texte au 15/08/2026. Les revivifiables relevent d une norme exprimee en VARIATION dans un rapport, que le modele ne sait pas porter - gele en amelioration future;;;;;;;;a_verifier;non;
1046;;Pseudomonas aéruginosa n/250ml -12h;microbiologique;n/(250mL);;;;;;NON INSTRUIT contre un texte au 15/08/2026. Les revivifiables relevent d une norme exprimee en VARIATION dans un rapport, que le modele ne sait pas porter - gele en amelioration future;;;;;;;;a_verifier;non;
;;Salmonelles sp /5l;microbiologique;n/(5L);;;;;;NON INSTRUIT contre un texte au 15/08/2026. Les revivifiables relevent d une norme exprimee en VARIATION dans un rapport, que le modele ne sait pas porter - gele en amelioration future;;;;;;;;a_verifier;non;
;;Cryptosporidium sp / volume filtré;microbiologique;N/VF(L);;;;;;NON INSTRUIT contre un texte au 15/08/2026. Les revivifiables relevent d une norme exprimee en VARIATION dans un rapport, que le modele ne sait pas porter - gele en amelioration future;;;;;;;;a_verifier;non;
;;Salmonelles sp /1l;microbiologique;n/L;;;;;;NON INSTRUIT contre un texte au 15/08/2026. Les revivifiables relevent d une norme exprimee en VARIATION dans un rapport, que le modele ne sait pas porter - gele en amelioration future;;;;;;;;a_verifier;non;
;;Amibe giardia /volume filtré (L);microbiologique;N/VF(L);;;;;;NON INSTRUIT contre un texte au 15/08/2026. Les revivifiables relevent d une norme exprimee en VARIATION dans un rapport, que le modele ne sait pas porter - gele en amelioration future;;;;;;;;a_verifier;non;
6285;;Bactéries sulfato-réductrices;microbiologique;n/(100mL);;;;;;NON INSTRUIT contre un texte au 15/08/2026. Les revivifiables relevent d une norme exprimee en VARIATION dans un rapport, que le modele ne sait pas porter - gele en amelioration future;;;;;;;;a_verifier;non;
2038;;Odeur (dilution à 25°c);organoleptique;n;;;;;;NON INSTRUIT contre un texte au 15/08/2026. Parametres qualitatifs sans echelle numerique;;;;;;;;a_verifier;non;
99999;;Odeur Saveur (qualitatif);organoleptique;SANS OBJET;;;;;;NON INSTRUIT contre un texte au 15/08/2026. Parametres qualitatifs sans echelle numerique;;;;;;;;a_verifier;non;
6489;;Aspect (qualitatif);organoleptique;SANS OBJET;;;;;;NON INSTRUIT contre un texte au 15/08/2026. Parametres qualitatifs sans echelle numerique;;;;;;;;a_verifier;non;
5902;;Saveur (qualitatif);organoleptique;SANS OBJET;;;;;;NON INSTRUIT contre un texte au 15/08/2026. Parametres qualitatifs sans echelle numerique;;;;;;;;a_verifier;non;
5901;;Odeur (qualitatif);organoleptique;SANS OBJET;;;;;;NON INSTRUIT contre un texte au 15/08/2026. Parametres qualitatifs sans echelle numerique;;;;;;;;a_verifier;non;
5900;;Couleur (qualitatif);organoleptique;SANS OBJET;;;;;;NON INSTRUIT contre un texte au 15/08/2026. Parametres qualitatifs sans echelle numerique;;;;;;;;a_verifier;non;
2948;;Chang. anormal de coloration;organoleptique;SANS OBJET;;;;;;NON INSTRUIT contre un texte au 15/08/2026. Parametres qualitatifs sans echelle numerique;;;;;;;;a_verifier;non;
5906;;Hydrogène sulfuré (qualitatif);organoleptique;SANS OBJET;;;;;;NON INSTRUIT contre un texte au 15/08/2026. Parametres qualitatifs sans echelle numerique;;;;;;;;a_verifier;non;
9267;;Transmittance UV 254 mm;;%;;;;;;NON INSTRUIT contre un texte au 15/08/2026 - aucune source lue pour cette famille. La ligne existe pour rendre la lacune visible, pas pour conclure;;;;;;;;a_verifier;non;
1433;;Orthophosphates (en PO4);;mg(PO4)/L;;;;;;NON INSTRUIT contre un texte au 15/08/2026 - aucune source lue pour cette famille. La ligne existe pour rendre la lacune visible, pas pour conclure;;;;;;;;a_verifier;non;
1311;7782-44-7;Oxygène dissous;;mg/L;;;;;;NON INSTRUIT contre un texte au 15/08/2026 - aucune source lue pour cette famille. La ligne existe pour rendre la lacune visible, pas pour conclure;;;;;;;;a_verifier;non;
1312;;Oxygène dissous % Saturation;;%;;;;;;NON INSTRUIT contre un texte au 15/08/2026 - aucune source lue pour cette famille. La ligne existe pour rendre la lacune visible, pas pour conclure;;;;;;;;a_verifier;non;
1350;7723-14-0;Phosphore total (exprimé en mg(P2O5)/L);;mg(P2O5)/L;;;;;;NON INSTRUIT contre un texte au 15/08/2026 - aucune source lue pour cette famille. La ligne existe pour rendre la lacune visible, pas pour conclure;;;;;;;;a_verifier;non;
6449;;Absorbance à 254 nm;;Abs/m;;;;;;NON INSTRUIT contre un texte au 15/08/2026 - aucune source lue pour cette famille. La ligne existe pour rendre la lacune visible, pas pour conclure;;;;;;;;a_verifier;non;
6505;24959-67-9;Bromures;;mg/L;;;;;;NON INSTRUIT contre un texte au 15/08/2026 - aucune source lue pour cette famille. La ligne existe pour rendre la lacune visible, pas pour conclure;;;;;;;;a_verifier;non;
2962;;Hydrocarbures dissous ou émulsionnés;;mg/L;;;;;;NON INSTRUIT contre un texte au 15/08/2026 - aucune source lue pour cette famille. La ligne existe pour rendre la lacune visible, pas pour conclure;;;;;;;;a_verifier;non;
1349;;Polyphosphates (en PO4);;mg(PO4)/L;;;;;;NON INSTRUIT contre un texte au 15/08/2026 - aucune source lue pour cette famille. La ligne existe pour rendre la lacune visible, pas pour conclure;;;;;;;;a_verifier;non;
8511;14901-63-4;anion phosphonate;;µg/L;;;;;;NON INSTRUIT contre un texte au 15/08/2026 - aucune source lue pour cette famille. La ligne existe pour rendre la lacune visible, pas pour conclure;;;;;;;;a_verifier;non;
1305;;Matières en suspension;;mg/L;;;;;;NON INSTRUIT contre un texte au 15/08/2026 - aucune source lue pour cette famille. La ligne existe pour rendre la lacune visible, pas pour conclure;;;;;;;;a_verifier;non;
1314;;DCO;;mg(O2)/L;;;;;;NON INSTRUIT contre un texte au 15/08/2026 - aucune source lue pour cette famille. La ligne existe pour rendre la lacune visible, pas pour conclure;;;;;;;;a_verifier;non;
1444;;Agents de surface (bleu méth.) mg/L;;mg/L;;;;;;NON INSTRUIT contre un texte au 15/08/2026 - aucune source lue pour cette famille. La ligne existe pour rendre la lacune visible, pas pour conclure;;;;;;;;a_verifier;non;
7007;;Indice hydrocarbure;;mg/L;;;;;;NON INSTRUIT contre un texte au 15/08/2026 - aucune source lue pour cette famille. La ligne existe pour rendre la lacune visible, pas pour conclure;;;;;;;;a_verifier;non;
1106;;AOX;;mg(Cl)/L;;;;;;NON INSTRUIT contre un texte au 15/08/2026 - aucune source lue pour cette famille. La ligne existe pour rendre la lacune visible, pas pour conclure;;;;;;;;a_verifier;non;
1244;35065-28-2;PCB 138;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine, et ABSENT DU PROGRAMME D ANALYSES. Six recherches distinctes sur quatre textes, aucune occurrence. La mesure n est expliquee ni par une valeur ni par une obligation de controle;;;;;;;REG-01|REG-03|REG-10;verifie;non;
1243;31508-00-6;PCB 118;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine, et ABSENT DU PROGRAMME D ANALYSES. Six recherches distinctes sur quatre textes, aucune occurrence. La mesure n est expliquee ni par une valeur ni par une obligation de controle;;;;;;;REG-01|REG-03|REG-10;verifie;non;
7431;;Polychlorobiphéniles indicateurs;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine, et ABSENT DU PROGRAMME D ANALYSES. Six recherches distinctes sur quatre textes, aucune occurrence. La mesure n est expliquee ni par une valeur ni par une obligation de controle;;;;;;;REG-01|REG-03|REG-10;verifie;non;
1246;35065-29-3;PCB 180;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine, et ABSENT DU PROGRAMME D ANALYSES. Six recherches distinctes sur quatre textes, aucune occurrence. La mesure n est expliquee ni par une valeur ni par une obligation de controle;;;;;;;REG-01|REG-03|REG-10;verifie;non;
1245;35065-27-1;PCB 153;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine, et ABSENT DU PROGRAMME D ANALYSES. Six recherches distinctes sur quatre textes, aucune occurrence. La mesure n est expliquee ni par une valeur ni par une obligation de controle;;;;;;;REG-01|REG-03|REG-10;verifie;non;
1241;35693-99-3;PCB 52;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine, et ABSENT DU PROGRAMME D ANALYSES. Six recherches distinctes sur quatre textes, aucune occurrence. La mesure n est expliquee ni par une valeur ni par une obligation de controle;;;;;;;REG-01|REG-03|REG-10;verifie;non;
1242;37680-73-2;PCB 101;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine, et ABSENT DU PROGRAMME D ANALYSES. Six recherches distinctes sur quatre textes, aucune occurrence. La mesure n est expliquee ni par une valeur ni par une obligation de controle;;;;;;;REG-01|REG-03|REG-10;verifie;non;
1239;7012-37-5;PCB 28;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine, et ABSENT DU PROGRAMME D ANALYSES. Six recherches distinctes sur quatre textes, aucune occurrence. La mesure n est expliquee ni par une valeur ni par une obligation de controle;;;;;;;REG-01|REG-03|REG-10;verifie;non;
1625;35694-08-7;PCB 194;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine, et ABSENT DU PROGRAMME D ANALYSES. Six recherches distinctes sur quatre textes, aucune occurrence. La mesure n est expliquee ni par une valeur ni par une obligation de controle;;;;;;;REG-01|REG-03|REG-10;verifie;non;
1886;16606-02-3;PCB 31;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine, et ABSENT DU PROGRAMME D ANALYSES. Six recherches distinctes sur quatre textes, aucune occurrence. La mesure n est expliquee ni par une valeur ni par une obligation de controle;;;;;;;REG-01|REG-03|REG-10;verifie;non;
1885;38380-04-0;PCB 149;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine, et ABSENT DU PROGRAMME D ANALYSES. Six recherches distinctes sur quatre textes, aucune occurrence. La mesure n est expliquee ni par une valeur ni par une obligation de controle;;;;;;;REG-01|REG-03|REG-10;verifie;non;
1626;35065-30-6;PCB 170;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine, et ABSENT DU PROGRAMME D ANALYSES. Six recherches distinctes sur quatre textes, aucune occurrence. La mesure n est expliquee ni par une valeur ni par une obligation de controle;;;;;;;REG-01|REG-03|REG-10;verifie;non;
1240;;PCB 35;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine, et ABSENT DU PROGRAMME D ANALYSES. Six recherches distinctes sur quatre textes, aucune occurrence. La mesure n est expliquee ni par une valeur ni par une obligation de controle;;;;;;;REG-01|REG-03|REG-10;verifie;non;
1627;32598-14-4;PCB 105;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine, et ABSENT DU PROGRAMME D ANALYSES. Six recherches distinctes sur quatre textes, aucune occurrence. La mesure n est expliquee ni par une valeur ni par une obligation de controle;;;;;;;REG-01|REG-03|REG-10;verifie;non;
3164;;PCB 18;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine, et ABSENT DU PROGRAMME D ANALYSES. Six recherches distinctes sur quatre textes, aucune occurrence. La mesure n est expliquee ni par une valeur ni par une obligation de controle;;;;;;;REG-01|REG-03|REG-10;verifie;non;
1628;41464-39-5;PCB 44;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine, et ABSENT DU PROGRAMME D ANALYSES. Six recherches distinctes sur quatre textes, aucune occurrence. La mesure n est expliquee ni par une valeur ni par une obligation de controle;;;;;;;REG-01|REG-03|REG-10;verifie;non;
1624;2051-24-3;PCB 209;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine, et ABSENT DU PROGRAMME D ANALYSES. Six recherches distinctes sur quatre textes, aucune occurrence. La mesure n est expliquee ni par une valeur ni par une obligation de controle;;;;;;;REG-01|REG-03|REG-10;verifie;non;
2048;15968-05-5;PCB 54;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine, et ABSENT DU PROGRAMME D ANALYSES. Six recherches distinctes sur quatre textes, aucune occurrence. La mesure n est expliquee ni par une valeur ni par une obligation de controle;;;;;;;REG-01|REG-03|REG-10;verifie;non;
